City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
171,North Bend,US,2021-09-02 19:56:28,43.4065,-124.2243,75.94,65,3,10.89
172,Olafsvik,IS,2021-09-02 19:56:28,64.8945,-23.7142,54.1,90,100,11.95
173,Livingston,GB,2021-09-02 19:53:50,55.9029,-3.5226,58.86,92,0,4.61
174,Ancud,CL,2021-09-02 19:56:29,-41.8697,-73.8203,55.42,76,57,3.62
175,Avarua,CK,2021-09-02 19:54:02,-21.2078,-159.775,77.05,88,90,6.91
176,Shu,KZ,2021-09-02 19:56:29,43.5983,73.7614,64.22,51,0,4.47
177,Palmas,BR,2021-09-02 19:56:29,-10.2128,-48.3603,91.27,40,75,8.05
178,Palu,ID,2021-09-02 19:56:30,-0.8917,119.8707,74.79,97,100,1.97
179,Nadvoitsy,RU,2021-09-02 19:56:30,63.8667,34.3167,39.29,93,82,6.67
180,Aklavik,CA,2021-09-02 19:56:30,68.2191,-135.0107,52.63,93,90,14.97
181,Campos Novos,BR,2021-09-02 19:56:31,-27.4017,-51.225,75.27,32,40,1.83
182,Zuenoula,CI,2021-09-02 19:56:31,7.4292,-6.0431,68.65,96,100,2.8
183,Cockburn Town,TC,2021-09-02 19:56:31,21.4612,-71.1419,82.26,78,100,10.22
184,Nouakchott,MR,2021-09-02 19:56:32,18.0858,-15.9785,85.93,72,7,12.48
185,Coari,BR,2021-09-02 19:56:32,-4.085,-63.1414,86.95,56,69,1.23
186,Bandarbeyla,SO,2021-09-02 19:56:32,9.4942,50.8122,76.75,85,20,23.38
187,Caravelas,BR,2021-09-02 19:56:32,-17.7125,-39.2481,71.02,86,98,6.62
188,Constitucion,CL,2021-09-02 19:56:33,-35.3333,-72.4167,59.02,68,0,7.81
189,Charlestown,AU,2021-09-02 19:56:33,-32.95,151.6667,58.86,84,1,1.01
190,Kasongo,CD,2021-09-02 19:56:34,-4.45,26.6667,77.79,60,100,6.26
191,Gari,RU,2021-09-02 19:56:34,59.4307,62.3497,61.34,89,100,9.15
192,Urucara,BR,2021-09-02 19:56:34,-2.5364,-57.76,83.71,67,100,1.7
193,Arlit,NE,2021-09-02 19:56:35,18.7369,7.3853,99.54,9,0,15.9
194,Krasnovishersk,RU,2021-09-02 19:56:35,60.4078,57.082,52.29,99,100,3.56
195,Pa Sang,TH,2021-09-02 19:56:35,18.5262,98.9394,79.0,94,76,0.85
196,Langsa,ID,2021-09-02 19:56:36,4.4683,97.9683,74.23,96,100,1.59
197,Asau,RO,2021-09-02 19:56:36,46.4333,26.4,54.52,85,46,1.79
198,Dalbandin,PK,2021-09-02 19:56:36,28.8947,64.4101,84.13,8,0,1.81
199,Grindavik,IS,2021-09-02 19:56:36,63.8424,-22.4338,57.15,94,90,12.66
200,Dawei,MM,2021-09-02 19:56:37,14.0833,98.2,75.78,95,95,2.13
201,Tokonou,GN,2021-09-02 19:56:37,9.65,-9.7833,71.49,95,100,2.68
202,Mount Gambier,AU,2021-09-02 19:56:38,-37.8333,140.7667,51.71,100,90,5.75
203,Anloga,GH,2021-09-02 19:56:38,5.7947,0.8973,79.02,88,100,3.96
204,Taunggyi,MM,2021-09-02 19:56:38,20.7833,97.0333,62.51,97,16,1.05
205,Tasiilaq,GL,2021-09-02 19:56:39,65.6145,-37.6368,40.21,94,100,13.98
206,Havre,FR,2021-09-02 19:56:39,49.5833,0.3333,64.83,88,0,10.36
207,Gannan,CN,2021-09-02 19:56:39,47.9147,123.5031,57.52,96,16,5.73
208,Sambava,MG,2021-09-02 19:56:40,-14.2667,50.1667,69.26,85,94,13.98
209,Ayan,RU,2021-09-02 19:56:40,56.45,138.1667,57.11,67,20,3.87
210,Sehithwa,BW,2021-09-02 19:56:40,-20.4667,22.7167,71.37,21,1,4.43
211,Katobu,ID,2021-09-02 19:56:41,-4.9408,122.5276,73.0,96,84,3.76
212,Dandeli,IN,2021-09-02 19:56:41,15.2667,74.6167,70.74,97,97,4.07
213,Chuy,UY,2021-09-02 19:56:41,-33.6971,-53.4616,58.86,99,100,6.35
214,Salinas,US,2021-09-02 19:56:42,36.6777,-121.6555,73.53,67,0,8.5
215,Alcazar De San Juan,ES,2021-09-02 19:56:42,39.3901,-3.2083,73.11,46,69,8.16
216,Narsaq,GL,2021-09-02 19:56:42,60.9167,-46.05,47.32,96,100,3.29
217,Rovaniemi,FI,2021-09-02 19:56:42,66.5,25.7167,40.41,93,0,6.91
218,Talnakh,RU,2021-09-02 19:56:43,69.4865,88.3972,37.94,86,92,7.49
219,Nieuwpoort,BE,2021-09-02 19:56:43,51.1244,2.7735,62.01,82,1,11.5
220,Necochea,AR,2021-09-02 19:56:43,-38.5473,-58.7368,52.05,76,56,11.03
221,Tonj,SS,2021-09-02 19:56:44,7.2737,28.6822,70.14,91,10,2.8
222,Sobolevo,RU,2021-09-02 19:56:44,54.4299,31.8996,43.52,85,43,7.58
223,Barth,DE,2021-09-02 19:56:44,54.3635,12.7249,59.43,84,0,8.81
224,Bathsheba,BB,2021-09-02 19:56:45,13.2167,-59.5167,88.41,66,40,17.27
225,Matagami,CA,2021-09-02 19:56:45,49.7502,-77.6328,59.11,82,90,14.97
226,Yambio,SS,2021-09-02 19:56:45,4.5721,28.3955,67.19,93,100,3.02
227,Mayo,US,2021-09-02 19:56:46,38.8876,-76.5119,81.46,43,0,8.01
228,Mahajanga,MG,2021-09-02 19:56:46,-15.7167,46.3167,77.02,44,20,11.5
229,Port Elizabeth,ZA,2021-09-02 19:56:46,-33.918,25.5701,62.89,94,40,10.36
230,Vao,NC,2021-09-02 19:56:47,-22.6667,167.4833,67.59,63,8,17.98
231,Lithakia,GR,2021-09-02 19:56:47,37.7167,20.8333,74.57,62,0,8.52
232,Elat,IL,2021-09-02 19:56:05,29.5581,34.9482,91.24,29,0,11.5
233,Abha,SA,2021-09-02 19:56:47,18.2164,42.5053,67.82,73,0,5.75
234,Iskilip,TR,2021-09-02 19:56:48,40.7353,34.4739,59.29,68,0,6.24
235,Bilma,NE,2021-09-02 19:56:48,18.6853,12.9164,95.34,13,0,6.06
236,Bambanglipuro,ID,2021-09-02 19:56:48,-7.95,110.2833,75.07,77,97,9.44
237,Sapa,PH,2021-09-02 19:56:48,5.1544,120.3241,81.48,75,100,3.18
238,Colquechaca,BO,2021-09-02 19:56:49,-18.6667,-66.0167,53.28,19,14,8.46
239,Bengkulu,ID,2021-09-02 19:56:49,-3.8004,102.2655,74.82,89,100,8.46
240,Sechura,PE,2021-09-02 19:56:49,-5.5569,-80.8222,78.22,57,22,14.85
241,Jibuti,DJ,2021-09-02 19:56:50,11.5,42.5,85.3,51,98,10.36
242,Denpasar,ID,2021-09-02 19:56:50,-8.65,115.2167,78.46,83,20,8.05
243,Tambopata,PE,2021-09-02 19:56:50,-12.7333,-69.1833,94.89,49,40,6.91
244,Balaguer,ES,2021-09-02 19:56:51,41.7912,0.8109,75.25,80,47,3.56
245,Harper,LR,2021-09-02 19:56:51,4.375,-7.7169,77.07,87,97,10.36
246,Doksy,CZ,2021-09-02 19:56:51,50.5647,14.6555,64.45,82,10,3.69
247,Lufilufi,WS,2021-09-02 19:56:52,-13.8745,-171.5986,78.58,73,13,17.05
248,Cortez,US,2021-09-02 19:56:52,37.3489,-108.5859,71.51,78,50,9.4
249,Saldanha,ZA,2021-09-02 19:56:52,-33.0117,17.9442,55.63,78,100,12.28
250,Severo-Yeniseyskiy,RU,2021-09-02 19:56:53,60.3725,93.0408,33.48,95,20,3.44
251,Geraldton,AU,2021-09-02 19:56:53,-28.7667,114.6,45.01,93,90,3.44
252,Barrow,US,2021-09-02 19:56:53,71.2906,-156.7887,34.99,78,61,19.91
253,Komsomolskiy,UZ,2021-09-02 19:56:53,40.4272,71.7189,72.32,49,0,4.61
254,Roma,US,2021-09-02 19:56:54,43.2128,-75.4557,66.13,69,90,1.01
255,Albanel,CA,2021-09-02 19:56:54,48.8832,-72.4487,64.54,59,100,9.22
256,Port Augusta,AU,2021-09-02 19:56:54,-32.5,137.7667,57.7,88,94,11.81
257,Nueve De Julio,AR,2021-09-02 19:56:55,-35.4444,-60.8831,60.69,72,87,12.1
258,Sanary-Sur-Mer,FR,2021-09-02 19:56:55,43.1178,5.8001,76.96,62,46,1.99
259,Dingle,PH,2021-09-02 19:56:55,10.9995,122.6711,75.25,91,99,2.1
260,Lakatoro,VU,2021-09-02 19:56:56,-16.0999,167.4164,72.73,62,50,11.07
261,Nazret,ET,2021-09-02 19:56:56,8.55,39.2667,62.83,86,25,6.06
262,Tutoia,BR,2021-09-02 19:56:56,-2.7619,-42.2744,84.18,78,97,10.4
263,Namibe,AO,2021-09-02 19:56:57,-15.1961,12.1522,64.02,83,97,8.19
264,Fortuna,US,2021-09-02 19:56:57,40.5982,-124.1573,77.18,80,1,6.91
265,Richards Bay,ZA,2021-09-02 19:56:57,-28.783,32.0377,69.24,73,0,19.55
266,Luganville,VU,2021-09-02 19:56:58,-15.5333,167.1667,73.47,69,78,9.17
267,Uchiza,PE,2021-09-02 19:56:58,-8.4592,-76.4633,91.4,40,22,3.22
268,Kaeo,NZ,2021-09-02 19:56:59,-35.1,173.7833,48.33,96,25,11.39
269,Along,IN,2021-09-02 19:56:59,28.1667,94.7667,72.7,98,95,1.34
270,Gao,ML,2021-09-02 19:56:59,16.6362,1.637,97.34,25,35,10.42
271,Sokode,TG,2021-09-02 19:56:59,8.9833,1.1333,71.02,96,100,3.18
272,Sitka,US,2021-09-02 19:57:00,57.0531,-135.33,57.33,91,100,3.74
273,Faya,SA,2021-09-02 19:57:00,18.3851,42.4509,68.11,31,10,5.79
274,Hagere Selam,ET,2021-09-02 19:57:00,6.4833,38.5167,49.69,97,100,5.01
275,Laguna,US,2021-09-02 19:57:01,38.421,-121.4238,87.64,44,1,3.0
276,Cascas,PE,2021-09-02 19:57:01,-7.4833,-78.8167,85.78,58,100,9.98
277,Atambua,ID,2021-09-02 19:57:02,-9.1061,124.8925,71.56,88,67,4.52
278,Yueyang,CN,2021-09-02 19:57:02,29.3333,113.0919,77.04,95,50,2.84
279,Leh,IN,2021-09-02 19:57:02,34.1667,77.5833,57.16,40,30,4.88
280,Battle Creek,US,2021-09-02 19:56:57,42.3212,-85.1797,78.66,45,5,4.79
281,Sa Kaeo,TH,2021-09-02 19:57:03,13.75,102.3333,74.71,98,100,5.48
282,Ahipara,NZ,2021-09-02 19:57:03,-35.1667,173.1667,51.04,78,4,9.46
283,Kuala Selangor,MY,2021-09-02 19:57:04,3.35,101.25,80.8,86,100,4.41
284,Kahului,US,2021-09-02 19:56:09,20.8947,-156.47,79.86,72,12,10.54
285,Airai,TL,2021-09-02 19:57:04,-8.9266,125.4092,57.99,90,84,3.0
286,Luba,GQ,2021-09-02 19:57:04,3.4568,8.5547,78.69,86,95,7.9
287,Severo-Kurilsk,RU,2021-09-02 19:57:05,50.6789,156.125,54.46,93,64,5.1
288,Natal,BR,2021-09-02 19:56:49,-5.795,-35.2094,84.85,65,20,18.41
289,Kiunga,PG,2021-09-02 19:57:05,-6.1219,141.2906,73.51,100,99,1.39
290,Manaus,BR,2021-09-02 19:54:12,-3.1019,-60.025,90.09,58,40,5.75
291,Florianopolis,BR,2021-09-02 19:57:06,-27.6146,-48.5012,74.25,46,0,12.66
292,Mucurapo,TT,2021-09-02 19:57:06,10.6667,-61.5333,88.25,71,13,9.4
293,Fairbanks,US,2021-09-02 19:57:06,64.8378,-147.7164,58.6,79,75,4.61
294,Tuatapere,NZ,2021-09-02 19:57:07,-46.1333,167.6833,41.83,65,12,7.02
295,Rawson,AR,2021-09-02 19:57:07,-43.3002,-65.1023,57.6,51,88,18.79
